Timestamp,URL,StatusCode,TempoDeResposta
2024-03-28T18:19:24.989Z,http://localhost:3000/login,200,64286
2024-03-28T18:19:25.080Z,http://localhost:3000/login,200,64249
2024-03-28T18:19:25.081Z,http://localhost:3000/login,200,64262
2024-03-28T18:19:25.082Z,http://localhost:3000/login,200,64283
2024-03-28T18:19:25.085Z,http://localhost:3000/login,200,64325
2024-03-28T18:19:25.084Z,http://localhost:3000/login,200,64335
2024-03-28T18:19:25.084Z,http://localhost:3000/login,200,64344
2024-03-28T18:19:25.087Z,http://localhost:3000/login,200,64345
2024-03-28T18:19:25.086Z,http://localhost:3000/login,200,64407
2024-03-28T18:19:25.089Z,http://localhost:3000/login,200,64434
2024-03-28T18:19:25.090Z,http://localhost:3000/login,200,64454
2024-03-28T18:19:25.091Z,http://localhost:3000/login,200,64473
2024-03-28T18:19:25.092Z,http://localhost:3000/login,200,64481
2024-03-28T18:19:25.093Z,http://localhost:3000/login,200,64533
2024-03-28T18:19:25.094Z,http://localhost:3000/login,200,64563
2024-03-28T18:19:25.095Z,http://localhost:3000/login,200,64581
2024-03-28T18:19:25.095Z,http://localhost:3000/login,200,64614
2024-03-28T18:19:25.096Z,http://localhost:3000/login,200,64616
2024-03-28T18:19:25.096Z,http://localhost:3000/login,200,64676
2024-03-28T18:19:25.097Z,http://localhost:3000/login,200,64687
2024-03-28T18:19:25.098Z,http://localhost:3000/login,200,64712
2024-03-28T18:19:25.098Z,http://localhost:3000/login,200,64756
2024-03-28T18:19:25.099Z,http://localhost:3000/login,200,64763
2024-03-28T18:19:25.100Z,http://localhost:3000/login,200,64814
2024-03-28T18:19:25.101Z,http://localhost:3000/login,200,64826
2024-03-28T18:19:25.101Z,http://localhost:3000/login,200,64843
2024-03-28T18:19:25.102Z,http://localhost:3000/login,200,64906
2024-03-28T18:19:25.102Z,http://localhost:3000/login,200,64909
2024-03-28T18:19:25.102Z,http://localhost:3000/login,200,64953
2024-03-28T18:19:25.104Z,http://localhost:3000/login,200,64957
2024-03-28T18:19:25.103Z,http://localhost:3000/login,200,64973
2024-03-28T18:19:25.104Z,http://localhost:3000/login,200,65042
2024-03-28T18:19:25.105Z,http://localhost:3000/login,200,65045
2024-03-28T18:19:25.105Z,http://localhost:3000/login,200,65085
2024-03-28T18:19:25.106Z,http://localhost:3000/login,200,65087
2024-03-28T18:19:25.106Z,http://localhost:3000/login,200,65104
2024-03-28T18:19:25.106Z,http://localhost:3000/login,200,65183
2024-03-28T18:19:25.107Z,http://localhost:3000/login,200,65184
2024-03-28T18:19:25.107Z,http://localhost:3000/login,200,65218
2024-03-28T18:19:25.107Z,http://localhost:3000/login,200,65222
2024-03-28T18:19:25.108Z,http://localhost:3000/login,200,65238
2024-03-28T18:19:25.107Z,http://localhost:3000/login,200,65319
2024-03-28T18:19:25.108Z,http://localhost:3000/login,200,65322
2024-03-28T18:19:25.108Z,http://localhost:3000/login,200,65350
2024-03-28T18:19:25.109Z,http://localhost:3000/login,200,65361
2024-03-28T18:19:25.109Z,http://localhost:3000/login,200,65368
2024-03-28T18:19:25.110Z,http://localhost:3000/login,200,65460
2024-03-28T18:19:25.112Z,http://localhost:3000/login,200,65462
2024-03-28T18:19:25.112Z,http://localhost:3000/login,200,65479
2024-03-28T18:19:25.111Z,http://localhost:3000/login,200,65493
2024-03-28T18:19:25.111Z,http://localhost:3000/login,200,65499
